id,municipality,state,latitude,longitude
3905,Porto Real,Rio de Janeiro,-22.4175,-44.2952
3906,Porto Real do Colégio,Alagoas,-10.1849,-36.8376
3907,Porto Rico,Paraná,-22.7747,-53.2677
3908,Porto Rico do Maranhão,Maranhão,-1.85925,-44.5842
3909,Porto Seguro,Bahia,-16.4435,-39.0643
3910,Porto União,Santa Catarina,-26.2451,-51.0759
3911,Porto Velho,Rondônia,-8.76077,-63.8999
3912,Porto Vera Cruz,Rio Grande do Sul,-27.7405,-54.8994
3913,Porto Vitória,Paraná,-26.1674,-51.231
3914,Porto Walter,Acre,-8.26323,-72.7537
3915,Porto Xavier,Rio Grande do Sul,-27.9082,-55.1379
3916,Posse,Goiás,-14.0859,-46.3704
3917,Poté,Minas Gerais,-17.8077,-41.786
3918,Potengi,Ceará,-7.09154,-40.0233
3919,Potim,São Paulo,-22.8343,-45.2552
3920,Potiraguá,Bahia,-15.5943,-39.8638
3921,Potirendaba,São Paulo,-21.0428,-49.3815
3922,Potiretama,Ceará,-5.71287,-38.1578
3923,Pouso Alegre,Minas Gerais,-22.2266,-45.9389
3924,Pouso Alto,Minas Gerais,-22.1964,-44.9748
3925,Pouso Novo,Rio Grande do Sul,-29.1738,-52.2136
3926,Pouso Redondo,Santa Catarina,-27.2567,-49.9301
3927,Pracinha,São Paulo,-21.8496,-51.0868
3928,Pracuúba,Amapá,1.74543,-50.7892
3929,Prado,Bahia,-17.3364,-39.2227
3930,Prado Ferreira,Paraná,-23.0357,-51.4429
3931,Pradópolis,São Paulo,-21.3626,-48.0679
3932,Prados,Minas Gerais,-21.0597,-44.0778
3933,Praia Grande,Santa Catarina,-29.1918,-49.9525
3934,Praia Grande,São Paulo,-24.0084,-46.4121
3935,Praia Norte,Tocantins,-5.39281,-47.8111
3936,Prainha,Pará,-1.798,-53.4779
3937,Prata,Paraíba,-7.68826,-37.0801
3938,Prata,Minas Gerais,-19.3086,-48.9276
3939,Prata do Piauí,Piauí,-5.67265,-42.2046
3940,Pratânia,São Paulo,-22.8112,-48.6636
3941,Pratápolis,Minas Gerais,-20.7411,-46.8624
3942,Pratinha,Minas Gerais,-19.739,-46.3755
3943,Presidente Alves,São Paulo,-22.0999,-49.4381
3944,Presidente Bernardes,Minas Gerais,-20.7656,-43.1895
3945,Presidente Bernardes,São Paulo,-22.0082,-51.5565
3946,Presidente Castelo Branco,Paraná,-23.2782,-52.1536
3947,Presidente Dutra,Bahia,-11.2923,-41.9843
3948,Presidente Dutra,Maranhão,-5.2898,-44.495
3949,Presidente Epitácio,São Paulo,-21.7651,-52.1111
3950,Presidente Figueiredo,Amazonas,-2.02981,-60.0234
3951,Presidente Getúlio,Santa Catarina,-27.0474,-49.6246
3952,Presidente Jânio Quadros,Bahia,-14.6885,-41.6798
3953,Presidente Juscelino,Minas Gerais,-18.6401,-44.06
3954,Presidente Juscelino,Maranhão,-2.91872,-44.0715
3955,Presidente Kennedy,Espírito Santo,-21.0964,-41.0468
3956,Presidente Kennedy,Tocantins,-8.5406,-48.5062
3957,Presidente Kubitschek,Minas Gerais,-18.6193,-43.5628
3958,Presidente Lucena,Rio Grande do Sul,-29.5175,-51.1798
3959,Presidente Médici,Rondônia,-11.169,-61.8986
3960,Presidente Médici,Maranhão,-2.38991,-45.82
3961,Presidente Nereu,Santa Catarina,-27.2768,-49.3889
3962,Presidente Olegário,Minas Gerais,-18.4096,-46.4165
3963,Presidente Prudente,São Paulo,-22.1207,-51.3925
3964,Presidente Sarney,Maranhão,-2.58799,-45.3595
3965,Presidente Tancredo Neves,Bahia,-13.4471,-39.4203
3966,Presidente Vargas,Maranhão,-3.40787,-44.0234
3967,Presidente Venceslau,São Paulo,-21.8732,-51.8447
3968,Primavera,Pernambuco,-8.32999,-35.3544
3969,Primavera,Pará,-0.945439,-47.1253
3970,Primavera de Rondônia,Rondônia,-11.8295,-61.3153
3971,Primavera do Leste,Mato Grosso,-15.544,-54.2811
3972,Primeira Cruz,Maranhão,-2.50568,-43.4232
3973,Primeiro de Maio,Paraná,-22.8517,-51.0293
3974,Princesa,Santa Catarina,-26.4441,-53.5994
3975,Princesa Isabel,Paraíba,-7.73175,-37.9886
3976,Professor Jamil,Goiás,-17.2497,-49.244
3977,Progresso,Rio Grande do Sul,-29.2441,-52.3197
3978,Promissão,São Paulo,-21.5356,-49.8599
3979,Propriá,Sergipe,-10.2138,-36.8442
3980,Protásio Alves,Rio Grande do Sul,-28.7572,-51.4757
3981,Prudente de Morais,Minas Gerais,-19.4742,-44.1591
3982,Prudentópolis,Paraná,-25.2111,-50.9754
3983,Pugmil,Tocantins,-10.424,-48.8957
3984,Pureza,Rio Grande do Norte,-5.46393,-35.5554
3985,Putinga,Rio Grande do Sul,-29.0045,-52.1569
3986,Puxinanã,Paraíba,-7.15479,-35.9543
3987,Quadra,São Paulo,-23.2993,-48.0547
3988,Quaraí,Rio Grande do Sul,-30.384,-56.4483
3989,Quartel Geral,Minas Gerais,-19.2703,-45.5569
3990,Quarto Centenário,Paraná,-24.2775,-53.0759
3991,Quatá,São Paulo,-22.2456,-50.6966
3992,Quatiguá,Paraná,-23.5671,-49.916
3993,Quatipuru,Pará,-0.899604,-47.0134
