id,municipality,state,latitude,longitude
1059,Capinzal,Santa Catarina,-27.3473,-51.6057
1060,Capinzal do Norte,Maranhão,-4.7236,-44.328
1061,Capistrano,Ceará,-4.45569,-38.9048
1062,Capitão,Rio Grande do Sul,-29.2674,-51.9853
1063,Capitão Andrade,Minas Gerais,-19.0748,-41.8614
1064,Capitão de Campos,Piauí,-4.457,-41.944
1065,Capitão Enéas,Minas Gerais,-16.3265,-43.7084
1066,Capitão Gervásio Oliveira,Piauí,-8.49655,-41.814
1067,Capitão Poço,Pará,-1.74785,-47.0629
1068,Capitólio,Minas Gerais,-20.6164,-46.0493
1069,Capivari,São Paulo,-22.9951,-47.5071
1070,Capivari de Baixo,Santa Catarina,-28.4498,-48.9631
1071,Capivari do Sul,Rio Grande do Sul,-30.1383,-50.5152
1072,Capixaba,Acre,-10.566,-67.686
1073,Capoeiras,Pernambuco,-8.73423,-36.6306
1074,Caputira,Minas Gerais,-20.1703,-42.2683
1075,Caraá,Rio Grande do Sul,-29.7869,-50.4316
1076,Caracaraí,Roraima,1.82766,-61.1304
1077,Caracol,Mato Grosso do Sul,-22.011,-57.0277
1078,Caracol,Piauí,-9.27933,-43.329
1079,Caraguatatuba,São Paulo,-23.6125,-45.4125
1080,Caraí,Minas Gerais,-17.1862,-41.7004
1081,Caraíbas,Bahia,-14.7177,-41.2603
1082,Carambeí,Paraná,-24.9152,-50.0986
1083,Caranaíba,Minas Gerais,-20.8707,-43.7417
1084,Carandaí,Minas Gerais,-20.9566,-43.811
1085,Carangola,Minas Gerais,-20.7343,-42.0313
1086,Carapebus,Rio de Janeiro,-22.1821,-41.663
1087,Carapicuíba,São Paulo,-23.5235,-46.8407
1088,Caratinga,Minas Gerais,-19.7868,-42.1292
1089,Carauari,Amazonas,-4.88161,-66.9086
1090,Caraúbas,Rio Grande do Norte,-5.78387,-37.5586
1091,Caraúbas,Paraíba,-7.72049,-36.492
1092,Caraúbas do Piauí,Piauí,-3.47525,-41.8425
1093,Caravelas,Bahia,-17.7268,-39.2597
1094,Carazinho,Rio Grande do Sul,-28.2958,-52.7933
1095,Carbonita,Minas Gerais,-17.5255,-43.0137
1096,Cardeal da Silva,Bahia,-11.9472,-37.9469
1097,Cardoso,São Paulo,-20.08,-49.9183
1098,Cardoso Moreira,Rio de Janeiro,-21.4846,-41.6165
1099,Careaçu,Minas Gerais,-22.0424,-45.696
1100,Careiro,Amazonas,-3.76803,-60.369
1101,Cariacica,Espírito Santo,-20.2632,-40.4165
1102,Caridade,Ceará,-4.22514,-39.1912
1103,Caridade do Piauí,Piauí,-7.73435,-40.9848
1104,Carinhanha,Bahia,-14.2985,-43.7724
1105,Carira,Sergipe,-10.3524,-37.7002
1106,Cariré,Ceará,-3.94858,-40.476
1107,Cariri do Tocantins,Tocantins,-11.8881,-49.1609
1108,Caririaçu,Ceará,-7.02808,-39.2828
1109,Cariús,Ceará,-6.52428,-39.4916
1110,Carlinda,Mato Grosso,-9.94912,-55.8417
1111,Carlópolis,Paraná,-23.4269,-49.7235
1112,Carlos Barbosa,Rio Grande do Sul,-29.2969,-51.5028
1113,Carlos Chagas,Minas Gerais,-17.6973,-40.7723
1114,Carlos Gomes,Rio Grande do Sul,-27.7167,-51.9121
1115,Carmésia,Minas Gerais,-19.0877,-43.1382
1116,Carmo,Rio de Janeiro,-21.931,-42.6046
1117,Carmo da Cachoeira,Minas Gerais,-21.4633,-45.2201
1118,Carmo da Mata,Minas Gerais,-20.5575,-44.8735
1119,Carmo de Minas,Minas Gerais,-22.1204,-45.1307
1120,Carmo do Cajuru,Minas Gerais,-20.1912,-44.7664
1121,Carmo do Paranaíba,Minas Gerais,-18.991,-46.3167
1122,Carmo do Rio Claro,Minas Gerais,-20.9736,-46.1149
1123,Carmo do Rio Verde,Goiás,-15.3549,-49.708
1124,Carmolândia,Tocantins,-7.03262,-48.3978
1125,Carmópolis,Sergipe,-10.6449,-36.9887
1126,Carmópolis de Minas,Minas Gerais,-20.5396,-44.6336
1127,Carnaíba,Pernambuco,-7.79342,-37.7946
1128,Carnaúba dos Dantas,Rio Grande do Norte,-6.55015,-36.5868
1129,Carnaubais,Rio Grande do Norte,-5.34181,-36.8335
1130,Carnaubal,Ceará,-4.15985,-40.9413
1131,Carnaubeira da Penha,Pernambuco,-8.31799,-38.7512
1132,Carneirinho,Minas Gerais,-19.6987,-50.6894
1133,Carneiros,Alagoas,-9.48476,-37.3773
1134,Caroebe,Roraima,0.884203,-59.6959
1135,Carolina,Maranhão,-7.33584,-47.4634
1136,Carpina,Pernambuco,-7.84566,-35.2514
1137,Carrancas,Minas Gerais,-21.4898,-44.6446
1138,Carrapateira,Paraíba,-7.03414,-38.3399
1139,Carrasco Bonito,Tocantins,-5.31415,-48.0314
1140,Caruaru,Pernambuco,-8.28455,-35.9699
1141,Carutapera,Maranhão,-1.19696,-46.0085
1142,Carvalhópolis,Minas Gerais,-21.7735,-45.8421
1143,Carvalhos,Minas Gerais,-22,-44.4632
1144,Casa Branca,São Paulo,-21.7708,-47.0852
1145,Casa Grande,Minas Gerais,-20.7925,-43.9343
1146,Casa Nova,Bahia,-9.16408,-40.974
1147,Casca,Rio Grande do Sul,-28.5605,-51.9815
1148,Cascalho Rico,Minas Gerais,-18.5772,-47.8716
1149,Cascavel,Paraná,-24.9573,-53.459
1150,Cascavel,Ceará,-4.12967,-38.2412
1151,Caseara,Tocantins,-9.27612,-49.9521
1152,Caseiros,Rio Grande do Sul,-28.2582,-51.6861
1153,Casimiro de Abreu,Rio de Janeiro,-22.4812,-42.2066
1154,Casinhas,Pernambuco,-7.74084,-35.7206
1155,Casserengue,Paraíba,-6.77954,-35.8179
1156,Cássia,Minas Gerais,-20.5831,-46.9201
1157,Cássia dos Coqueiros,São Paulo,-21.2801,-47.1643
1158,Cassilândia,Mato Grosso do Sul,-19.1179,-51.7313
1159,Castanhal,Pará,-1.29797,-47.9167
1160,Castanheira,Mato Grosso,-11.1251,-58.6081
1161,Castanheiras,Rondônia,-11.4253,-61.9482
1162,Castelândia,Goiás,-18.0921,-50.203
1163,Castelo,Espírito Santo,-20.6033,-41.2031
1164,Castelo do Piauí,Piauí,-5.31869,-41.5499
1165,Castilho,São Paulo,-20.8689,-51.4884
1166,Castro,Paraná,-24.7891,-50.0108
1167,Castro Alves,Bahia,-12.7579,-39.4248
1168,Cataguases,Minas Gerais,-21.3924,-42.6896
1169,Catalão,Goiás,-18.1656,-47.944
1170,Catanduva,São Paulo,-21.1314,-48.977
1171,Catanduvas,Paraná,-25.2044,-53.1548
1172,Catanduvas,Santa Catarina,-27.069,-51.6602
1173,Catarina,Ceará,-6.12291,-39.8736
1174,Catas Altas,Minas Gerais,-20.0734,-43.4061
1175,Catas Altas da Noruega,Minas Gerais,-20.6901,-43.4939
1176,Catende,Pernambuco,-8.67509,-35.7024
1177,Catiguá,São Paulo,-21.0519,-49.0616
1178,Catingueira,Paraíba,-7.12008,-37.6064
1179,Catolândia,Bahia,-12.31,-44.8648
1180,Catolé do Rocha,Paraíba,-6.34062,-37.747
1181,Catu,Bahia,-12.3513,-38.3791
1182,Catuípe,Rio Grande do Sul,-28.2554,-54.0132
1183,Catuji,Minas Gerais,-17.3018,-41.5276
1184,Catunda,Ceará,-4.64336,-40.2
1185,Caturaí,Goiás,-16.4447,-49.4936
1186,Caturama,Bahia,-13.3239,-42.2904
1187,Caturité,Paraíba,-7.41659,-36.0306
1188,Catuti,Minas Gerais,-15.3616,-42.9627
1189,Caucaia,Ceará,-3.72797,-38.6619
1190,Cavalcante,Goiás,-13.7976,-47.4566
1191,Caxambu,Minas Gerais,-21.9753,-44.9319
1192,Caxambu do Sul,Santa Catarina,-27.1624,-52.8807
1193,Caxias,Maranhão,-4.86505,-43.3617
1194,Caxias do Sul,Rio Grande do Sul,-29.1629,-51.1792
1195,Caxingó,Piauí,-3.41904,-41.8955
1196,Cedral,São Paulo,-20.9009,-49.2664
1197,Cedral,Maranhão,-2.00027,-44.5281
1198,Cedro,Pernambuco,-7.71179,-39.2367
1199,Cedro,Ceará,-6.60034,-39.0609
1200,Cedro de São João,Sergipe,-10.2534,-36.8856
1201,Cedro do Abaeté,Minas Gerais,-19.1458,-45.712
1202,Celso Ramos,Santa Catarina,-27.6327,-51.335
1203,Centenário,Rio Grande do Sul,-27.7615,-51.9984
1204,Centenário,Tocantins,-8.96103,-47.3304
1205,Centenário do Sul,Paraná,-22.8188,-51.5973
1206,Central,Bahia,-11.1376,-42.1116
1207,Central de Minas,Minas Gerais,-18.7612,-41.3143
1208,Central do Maranhão,Maranhão,-2.19831,-44.8254
1209,Centralina,Minas Gerais,-18.5852,-49.2014
1210,Centro do Guilherme,Maranhão,-2.44891,-46.0345
1211,Centro Novo do Maranhão,Maranhão,-2.12696,-46.1228
1212,Cerejeiras,Rondônia,-13.187,-60.8168
1213,Ceres,Goiás,-15.3061,-49.6
1214,Cerqueira César,São Paulo,-23.038,-49.1655
1215,Cerquilho,São Paulo,-23.1665,-47.7459
1216,Cerrito,Rio Grande do Sul,-31.8419,-52.8004
1217,Cerro Branco,Rio Grande do Sul,-29.657,-52.9406
1218,Cerro Corá,Rio Grande do Norte,-6.03503,-36.3503
1219,Cerro Grande,Rio Grande do Sul,-27.6106,-53.1672
1220,Cerro Grande do Sul,Rio Grande do Sul,-30.5905,-51.7418
1221,Cerro Largo,Rio Grande do Sul,-28.1463,-54.7428
1222,Cerro Negro,Santa Catarina,-27.7942,-50.8673
1223,Cesário Lange,São Paulo,-23.226,-47.9545
1224,Céu Azul,Paraná,-25.1489,-53.8415
1225,Cezarina,Goiás,-16.9718,-49.7758
1226,Chã de Alegria,Pernambuco,-8.00679,-35.204
1227,Chã Grande,Pernambuco,-8.23827,-35.4571
1228,Chã Preta,Alagoas,-9.2556,-36.2983
1229,Chácara,Minas Gerais,-21.6733,-43.215
1230,Chalé,Minas Gerais,-20.0453,-41.6897
1231,Chapada,Rio Grande do Sul,-28.0559,-53.0665
1232,Chapada da Natividade,Tocantins,-11.6175,-47.7486
1233,Chapada de Areia,Tocantins,-10.1419,-49.1403
1234,Chapada do Norte,Minas Gerais,-17.0881,-42.5392
1235,Chapada dos Guimarães,Mato Grosso,-15.4643,-55.7499
1236,Chapada Gaúcha,Minas Gerais,-15.3014,-45.6116
1237,Chapadão do Céu,Goiás,-18.4073,-52.549
1238,Chapadão do Lageado,Santa Catarina,-27.5905,-49.5539
1239,Chapadão do Sul,Mato Grosso do Sul,-18.788,-52.6263
1240,Chapadinha,Maranhão,-3.73875,-43.3538
1241,Chapecó,Santa Catarina,-27.1004,-52.6152
1242,Charqueada,São Paulo,-22.5096,-47.7755
1243,Charqueadas,Rio Grande do Sul,-29.9625,-51.6289
1244,Charrua,Rio Grande do Sul,-27.9493,-52.015
1245,Chaval,Ceará,-3.03571,-41.2435
1246,Chavantes,São Paulo,-23.0366,-49.7096
1247,Chaves,Pará,-0.164154,-49.987
1248,Chiador,Minas Gerais,-21.9996,-43.0617
1249,Chiapetta,Rio Grande do Sul,-27.923,-53.9419
1250,Chopinzinho,Paraná,-25.8515,-52.5173
1251,Choró,Ceará,-4.83906,-39.1344
1252,Chorozinho,Ceará,-4.28873,-38.4986
1253,Chorrochó,Bahia,-8.9695,-39.0979
1254,Chuí,Rio Grande do Sul,-33.6866,-53.4594
1255,Chupinguaia,Rondônia,-12.5611,-60.8877
1256,Chuvisca,Rio Grande do Sul,-30.7504,-51.9737
1257,Cianorte,Paraná,-23.6599,-52.6054
1258,Cícero Dantas,Bahia,-10.5897,-38.3794
1259,Cidade Gaúcha,Paraná,-23.3772,-52.9436
1260,Cidade Ocidental,Goiás,-16.0765,-47.9252
1261,Cidelândia,Maranhão,-5.17465,-47.7781
1262,Cidreira,Rio Grande do Sul,-30.1604,-50.2337
1263,Cipó,Bahia,-11.1032,-38.5179
1264,Cipotânea,Minas Gerais,-20.9026,-43.3629
1265,Ciríaco,Rio Grande do Sul,-28.3419,-51.8741
1266,Claraval,Minas Gerais,-20.397,-47.2768
1267,Claro dos Poções,Minas Gerais,-17.082,-44.2061
1268,Cláudia,Mato Grosso,-11.5075,-54.8835
1269,Cláudio,Minas Gerais,-20.4437,-44.7673
1270,Clementina,São Paulo,-21.5604,-50.4525
1271,Clevelândia,Paraná,-26.4043,-52.3508
1272,Coaraci,Bahia,-14.637,-39.5556
1273,Coari,Amazonas,-4.09412,-63.1441
1274,Cocal,Piauí,-3.47279,-41.5546
1275,Cocal de Telha,Piauí,-4.5571,-41.9587
1276,Cocal do Sul,Santa Catarina,-28.5986,-49.3335
1277,Cocal dos Alves,Piauí,-3.62047,-41.4402
1278,Cocalinho,Mato Grosso,-14.3903,-51.0001
1279,Cocalzinho de Goiás,Goiás,-15.7914,-48.7747
1280,Cocos,Bahia,-14.1814,-44.5352
1281,Codajás,Amazonas,-3.83053,-62.0658
1282,Codó,Maranhão,-4.45562,-43.8924
1283,Coelho Neto,Maranhão,-4.25245,-43.0108
1284,Coimbra,Minas Gerais,-20.8535,-42.8008
1285,Coité do Nóia,Alagoas,-9.63348,-36.5845
1286,Coivaras,Piauí,-5.09224,-42.208
1287,Colares,Pará,-0.936423,-48.2803
1288,Colatina,Espírito Santo,-19.5493,-40.6269
1289,Colíder,Mato Grosso,-10.8135,-55.461
1290,Colina,São Paulo,-20.7114,-48.5387
1291,Colinas,Rio Grande do Sul,-29.3948,-51.8556
1292,Colinas,Maranhão,-6.03199,-44.2543
1293,Colinas do Sul,Goiás,-14.1528,-48.076
1294,Colinas do Tocantins,Tocantins,-8.05764,-48.4757
1295,Colméia,Tocantins,-8.72463,-48.7638
1296,Colniza,Mato Grosso,-9.46121,-59.2252
1297,Colômbia,São Paulo,-20.1768,-48.6865
1298,Colombo,Paraná,-25.2925,-49.2262
1299,Colônia do Gurguéia,Piauí,-8.1837,-43.794
1300,Colônia do Piauí,Piauí,-7.22651,-42.1756
1301,Colônia Leopoldina,Alagoas,-8.91806,-35.7214
1302,Colorado,Paraná,-22.8374,-51.9743
1303,Colorado,Rio Grande do Sul,-28.5258,-52.9928
1304,Colorado do Oeste,Rondônia,-13.1174,-60.5454
1305,Coluna,Minas Gerais,-18.2311,-42.8352
1306,Combinado,Tocantins,-12.7917,-46.5388
1307,Comendador Gomes,Minas Gerais,-19.6973,-49.0789
1308,Comendador Levy Gasparian,Rio de Janeiro,-22.0404,-43.214
1309,Comercinho,Minas Gerais,-16.2963,-41.7945
1310,Comodoro,Mato Grosso,-13.6614,-59.7848
1311,Conceição,Paraíba,-7.55106,-38.5014
1312,Conceição da Aparecida,Minas Gerais,-21.096,-46.2049
1313,Conceição da Barra,Espírito Santo,-18.5883,-39.7362
1314,Conceição da Barra de Minas,Minas Gerais,-21.1316,-44.4729
1315,Conceição da Feira,Bahia,-12.5078,-38.9978
1316,Conceição das Alagoas,Minas Gerais,-19.9172,-48.3839
1317,Conceição das Pedras,Minas Gerais,-22.1576,-45.4562
1318,Conceição de Ipanema,Minas Gerais,-19.9326,-41.6908
1319,Conceição de Macabu,Rio de Janeiro,-22.0834,-41.8719
1320,Conceição do Almeida,Bahia,-12.7836,-39.1715
1321,Conceição do Araguaia,Pará,-8.26136,-49.2689
1322,Conceição do Canindé,Piauí,-7.87638,-41.5942
1323,Conceição do Castelo,Espírito Santo,-20.3639,-41.2417
1324,Conceição do Coité,Bahia,-11.56,-39.2808
1325,Conceição do Jacuípe,Bahia,-12.3268,-38.7684
1326,Conceição do Lago-Açu,Maranhão,-3.85142,-44.8895
1327,Conceição do Mato Dentro,Minas Gerais,-19.0344,-43.4221
1328,Conceição do Pará,Minas Gerais,-19.7456,-44.8945
1329,Conceição do Rio Verde,Minas Gerais,-21.8778,-45.087
1330,Conceição do Tocantins,Tocantins,-12.2209,-47.2951
1331,Conceição dos Ouros,Minas Gerais,-22.4078,-45.7996
1332,Conchal,São Paulo,-22.3375,-47.1729
1333,Conchas,São Paulo,-23.0154,-48.0134
1334,Concórdia,Santa Catarina,-27.2335,-52.026
1335,Concórdia do Pará,Pará,-1.99238,-47.9422
1336,Condado,Pernambuco,-7.58787,-35.0999
1337,Condado,Paraíba,-6.89831,-37.606
1338,Conde,Bahia,-11.8179,-37.6131
1339,Conde,Paraíba,-7.25746,-34.8999
1340,Condeúba,Bahia,-14.9022,-41.9718
1341,Condor,Rio Grande do Sul,-28.2075,-53.4905
1342,Cônego Marinho,Minas Gerais,-15.2892,-44.4181
1343,Confins,Minas Gerais,-19.6282,-43.9931
1344,Confresa,Mato Grosso,-10.6437,-51.5699
1345,Congo,Paraíba,-7.79078,-36.6581
1346,Congonhal,Minas Gerais,-22.1488,-46.043
1347,Congonhas,Minas Gerais,-20.4958,-43.851
1348,Congonhas do Norte,Minas Gerais,-18.8021,-43.6767
1349,Congonhinhas,Paraná,-23.5493,-50.5569
1350,Conquista,Minas Gerais,-19.9312,-47.5492
1351,Conselheiro Lafaiete,Minas Gerais,-20.6634,-43.7846
1352,Conselheiro Pena,Minas Gerais,-19.1789,-41.4736
1353,Consolação,Minas Gerais,-22.5493,-45.9255
1354,Constantina,Rio Grande do Sul,-27.732,-52.9938
1355,Contagem,Minas Gerais,-19.9321,-44.0539
1356,Contenda,Paraná,-25.6788,-49.535
1357,Contendas do Sincorá,Bahia,-13.7537,-41.048
1358,Coqueiral,Minas Gerais,-21.1858,-45.4366
1359,Coqueiro Baixo,Rio Grande do Sul,-29.1802,-52.0942
1360,Coqueiro Seco,Alagoas,-9.63715,-35.7994
1361,Coqueiros do Sul,Rio Grande do Sul,-28.1194,-52.7842
1362,Coração de Jesus,Minas Gerais,-16.6841,-44.3635
1363,Coração de Maria,Bahia,-12.2333,-38.7487
1364,Corbélia,Paraná,-24.7971,-53.3006
1365,Cordeiro,Rio de Janeiro,-22.0267,-42.3648
1366,Cordeirópolis,São Paulo,-22.4778,-47.4519
1367,Cordeiros,Bahia,-15.0356,-41.9308
1368,Cordilheira Alta,Santa Catarina,-26.9844,-52.6056
1369,Cordisburgo,Minas Gerais,-19.1224,-44.3224
1370,Cordislândia,Minas Gerais,-21.7891,-45.6999
1371,Coreaú,Ceará,-3.5415,-40.6587
1372,Coremas,Paraíba,-7.00712,-37.9346
1373,Corguinho,Mato Grosso do Sul,-19.8243,-54.8281
1374,Coribe,Bahia,-13.8232,-44.4586
1375,Corinto,Minas Gerais,-18.369,-44.4542
1376,Cornélio Procópio,Paraná,-23.1829,-50.6498
1377,Coroaci,Minas Gerais,-18.6156,-42.2791
1378,Coroados,São Paulo,-21.3521,-50.2859
1379,Coroatá,Maranhão,-4.13442,-44.1244
1380,Coromandel,Minas Gerais,-18.4734,-47.1933
1381,Coronel Barros,Rio Grande do Sul,-28.3921,-54.0686
1382,Coronel Bicaco,Rio Grande do Sul,-27.7197,-53.7022
1383,Coronel Domingos Soares,Paraná,-26.2277,-52.0356
1384,Coronel Ezequiel,Rio Grande do Norte,-6.3748,-36.2223
1385,Coronel Fabriciano,Minas Gerais,-19.5179,-42.6276
1386,Coronel Freitas,Santa Catarina,-26.9057,-52.7011
1387,Coronel João Pessoa,Rio Grande do Norte,-6.24974,-38.4441
1388,Coronel João Sá,Bahia,-10.2847,-37.9198
1389,Coronel José Dias,Piauí,-8.81397,-42.5232
1390,Coronel Macedo,São Paulo,-23.6261,-49.31
1391,Coronel Martins,Santa Catarina,-26.511,-52.6694
1392,Coronel Murta,Minas Gerais,-16.6148,-42.184
1393,Coronel Pacheco,Minas Gerais,-21.5898,-43.256
1394,Coronel Pilar,Rio Grande do Sul,-29.2695,-51.6847
1395,Coronel Sapucaia,Mato Grosso do Sul,-23.2724,-55.5278
1396,Coronel Vivida,Paraná,-25.9767,-52.5641
1397,Coronel Xavier Chaves,Minas Gerais,-21.0277,-44.2206
1398,Córrego Danta,Minas Gerais,-19.8198,-45.9032
1399,Córrego do Bom Jesus,Minas Gerais,-22.6269,-46.0241
1400,Córrego do Ouro,Goiás,-16.2918,-50.5503
1401,Córrego Fundo,Minas Gerais,-20.4474,-45.5617
1402,Córrego Novo,Minas Gerais,-19.8361,-42.3988
1403,Correia Pinto,Santa Catarina,-27.5877,-50.3614
1404,Corrente,Piauí,-10.4333,-45.1633
1405,Correntes,Pernambuco,-9.12117,-36.3244
1406,Correntina,Bahia,-13.3477,-44.6333
1407,Cortês,Pernambuco,-8.47443,-35.5468
1408,Corumbá,Mato Grosso do Sul,-19.0077,-57.651
1409,Corumbá de Goiás,Goiás,-15.9245,-48.8117
1410,Corumbaíba,Goiás,-18.1415,-48.5626
1411,Corumbataí,São Paulo,-22.2213,-47.6215
1412,Corumbataí do Sul,Paraná,-24.101,-52.1177
1413,Corumbiara,Rondônia,-12.9551,-60.8947
1414,Corupá,Santa Catarina,-26.4246,-49.246
1415,Coruripe,Alagoas,-10.1276,-36.1717
1416,Cosmópolis,São Paulo,-22.6419,-47.1926
1417,Cosmorama,São Paulo,-20.4755,-49.7827
1418,Costa Marques,Rondônia,-12.4367,-64.228
1419,Costa Rica,Mato Grosso do Sul,-18.5432,-53.1287
1420,Cotegipe,Bahia,-12.0228,-44.2566
1421,Cotia,São Paulo,-23.6022,-46.919
1422,Cotiporã,Rio Grande do Sul,-28.9891,-51.6971
1423,Cotriguaçu,Mato Grosso,-9.85656,-58.4192
1424,Couto de Magalhães de Minas,Minas Gerais,-18.0727,-43.4648
1425,Coxilha,Rio Grande do Sul,-28.128,-52.3023
1426,Coxim,Mato Grosso do Sul,-18.5013,-54.751
1427,Coxixola,Paraíba,-7.62365,-36.6064
1428,Craíbas,Alagoas,-9.6178,-36.7697
1429,Crateús,Ceará,-5.16768,-40.6536
1430,Crato,Ceará,-7.2153,-39.4103
1431,Cravinhos,São Paulo,-21.338,-47.7324
1432,Cravolândia,Bahia,-13.3531,-39.8031
1433,Criciúma,Santa Catarina,-28.6723,-49.3729
1434,Crisólita,Minas Gerais,-17.2381,-40.9184
1435,Crisópolis,Bahia,-11.5059,-38.1515
1436,Crissiumal,Rio Grande do Sul,-27.4999,-54.0994
1437,Cristais,Minas Gerais,-20.8733,-45.5167
1438,Cristais Paulista,São Paulo,-20.4036,-47.4209
1439,Cristal,Rio Grande do Sul,-31.0046,-52.0436
1440,Cristal do Sul,Rio Grande do Sul,-27.452,-53.2422
1441,Cristalândia,Tocantins,-10.5985,-49.1942
1442,Cristalândia do Piauí,Piauí,-10.6443,-45.1893
1443,Cristália,Minas Gerais,-16.716,-42.8571
1444,Cristalina,Goiás,-16.7676,-47.6131
1445,Cristiano Otoni,Minas Gerais,-20.8324,-43.8166
1446,Cristianópolis,Goiás,-17.1987,-48.7034
1447,Cristina,Minas Gerais,-22.208,-45.2673
1448,Cristinápolis,Sergipe,-11.4668,-37.7585
1449,Cristino Castro,Piauí,-8.82273,-44.223
1450,Cristópolis,Bahia,-12.2249,-44.4214
1451,Crixás,Goiás,-14.5412,-49.974
1452,Crixás do Tocantins,Tocantins,-11.0994,-48.9152
1453,Croatá,Ceará,-4.40481,-40.9022
1454,Cromínia,Goiás,-17.2883,-49.3798
1455,Crucilândia,Minas Gerais,-20.3923,-44.3334
1456,Cruz,Ceará,-2.91813,-40.176
1457,Cruz Alta,Rio Grande do Sul,-28.645,-53.6048
1458,Cruz das Almas,Bahia,-12.6675,-39.1008
1459,Cruz do Espírito Santo,Paraíba,-7.13902,-35.0857
1460,Cruz Machado,Paraná,-26.0166,-51.343
1461,Cruzália,São Paulo,-22.7373,-50.7909
1462,Cruzaltense,Rio Grande do Sul,-27.6672,-52.6522
1463,Cruzeiro,São Paulo,-22.5728,-44.969
1464,Cruzeiro da Fortaleza,Minas Gerais,-18.944,-46.6669
1465,Cruzeiro do Iguaçu,Paraná,-25.6192,-53.1285
1466,Cruzeiro do Oeste,Paraná,-23.7799,-53.0774
1467,Cruzeiro do Sul,Acre,-7.62762,-72.6756
1468,Cruzeiro do Sul,Paraná,-22.9624,-52.1622
1469,Cruzeiro do Sul,Rio Grande do Sul,-29.5148,-51.9928
1470,Cruzeta,Rio Grande do Norte,-6.40894,-36.7782
1471,Cruzília,Minas Gerais,-21.84,-44.8067
1472,Cruzmaltina,Paraná,-24.0132,-51.4563
1473,Cubatão,São Paulo,-23.8911,-46.424
1474,Cubati,Paraíba,-6.86686,-36.3619
1475,Cuiabá,Mato Grosso,-15.601,-56.0974
1476,Cuité,Paraíba,-6.47647,-36.1515
1477,Cuité de Mamanguape,Paraíba,-6.91292,-35.2502
1478,Cuitegi,Paraíba,-6.89058,-35.5215
1479,Cujubim,Rondônia,-9.36065,-62.5846
1480,Cumari,Goiás,-18.2644,-48.1511
1481,Cumaru,Pernambuco,-8.00827,-35.6957
1482,Cumaru do Norte,Pará,-7.81097,-50.7698
1483,Cumbe,Sergipe,-10.352,-37.1846
1484,Cunha,São Paulo,-23.0731,-44.9576
1485,Cunha Porã,Santa Catarina,-26.895,-53.1662
1486,Cunhataí,Santa Catarina,-26.9709,-53.0895
1487,Cuparaque,Minas Gerais,-18.9648,-41.0986
1488,Cupira,Pernambuco,-8.62432,-35.9518
1489,Curaçá,Bahia,-8.98458,-39.8997
1490,Curimatá,Piauí,-10.0326,-44.3002
1491,Curionópolis,Pará,-6.09965,-49.6068
1492,Curitiba,Paraná,-25.4195,-49.2646
1493,Curitibanos,Santa Catarina,-27.2824,-50.5816
1494,Curiúva,Paraná,-24.0362,-50.4576
1495,Currais,Piauí,-9.01175,-44.4062
1496,Currais Novos,Rio Grande do Norte,-6.25484,-36.5146
1497,Curral de Cima,Paraíba,-6.72325,-35.2639
1498,Curral de Dentro,Minas Gerais,-15.9327,-41.8557
1499,Curral Novo do Piauí,Piauí,-7.8313,-40.8957
1500,Curral Velho,Paraíba,-7.53075,-38.1962
1501,Curralinho,Pará,-1.81179,-49.7952
1502,Curralinhos,Piauí,-5.60825,-42.8376
1503,Curuá,Pará,-1.88775,-55.1168
1504,Curuçá,Pará,-0.733214,-47.8515
1505,Cururupu,Maranhão,-1.81475,-44.8644
1506,Curvelândia,Mato Grosso,-15.6084,-57.9133
1507,Curvelo,Minas Gerais,-18.7527,-44.4303
1508,Custódia,Pernambuco,-8.08546,-37.6443
1509,Damianópolis,Goiás,-14.5604,-46.178
1510,Damião,Paraíba,-6.63161,-35.9101
1511,Damolândia,Goiás,-16.2544,-49.3631
1512,Darcinópolis,Tocantins,-6.71591,-47.7597
1513,Dário Meira,Bahia,-14.4229,-39.9031
1514,Datas,Minas Gerais,-18.4478,-43.6591
1515,David Canabarro,Rio Grande do Sul,-28.3849,-51.8482
1516,Davinópolis,Goiás,-18.1501,-47.5568
1517,Davinópolis,Maranhão,-5.54637,-47.4217
1518,Delfim Moreira,Minas Gerais,-22.5036,-45.2792
1519,Delfinópolis,Minas Gerais,-20.3468,-46.8456
1520,Delmiro Gouveia,Alagoas,-9.38534,-37.9987
1521,Delta,Minas Gerais,-19.9721,-47.7841
1522,Demerval Lobão,Piauí,-5.35875,-42.6776
1523,Denise,Mato Grosso,-14.7324,-57.0583
1524,Deodápolis,Mato Grosso do Sul,-22.2763,-54.1682
1525,Deputado Irapuan Pinheiro,Ceará,-5.91485,-39.257
1526,Derrubadas,Rio Grande do Sul,-27.2642,-53.8645
1527,Descalvado,São Paulo,-21.9002,-47.6181
1528,Descanso,Santa Catarina,-26.827,-53.5034
1529,Descoberto,Minas Gerais,-21.46,-42.9618
1530,Desterro,Paraíba,-7.287,-37.0925
1531,Desterro de Entre Rios,Minas Gerais,-20.665,-44.3334
1532,Desterro do Melo,Minas Gerais,-21.143,-43.5178
1533,Dezesseis de Novembro,Rio Grande do Sul,-28.219,-55.0617
1534,Diadema,São Paulo,-23.6813,-46.6205
1535,Diamante,Paraíba,-7.41738,-38.2615
1536,Diamante D'Oeste,Paraná,-24.9419,-54.1052
